序号,题目ID,题目,答案,采集时间,来源
963,932473312,设随机变量 的密度函数为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260626/80e68311-7eef-45ab-b88a-957f18b62314.png,2026-09-19 11:40:53,错题采集
964,931999509,( ),https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/0cd22529832c48fd84d32cccae08afd4.png,2026-09-19 11:40:53,错题采集
965,932473334,设 服从正态分布 ，且二次方程 无实根的概率为 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260530/5fcabb4e-baaa-49dc-ab74-40d2eeede1c3.png,2026-09-19 11:40:53,错题采集
966,932473329,设随机变量 的密度函数为 ，则 的值为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260626/2a2659d2-6030-47ee-b146-a3945bec652e.png,2026-09-19 11:41:30,错题采集
967,932473401,设随机变量 有密度函数 已知 则常数,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/7b0a253c-190c-4f0c-a510-6d6a148775c1.png,2026-09-19 11:41:30,错题采集
968,932473429,设随机变量 的概率密度为 ；则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/ce617373-f840-420b-b214-9759e7412f02.png,2026-09-19 11:41:30,错题采集
969,932473328,"设随机变量 的密度函数为 , 的值是",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/ad800b67-cc45-47e5-ab8e-44ac00b3ddd0.png,2026-09-19 11:41:30,错题采集
970,932473343,假设随机变量 服从指数分布，则随机变量 的分布函数,恰好有一个间断点,2026-09-19 11:41:30,错题采集
971,932473206,已知随机变量 ，且 ，则 ______ ____。,2，9,2026-09-19 11:41:58,错题采集
972,932473347,设随机变量 服从正态分布 ，则随 的增大，概率,保持不变,2026-09-19 11:41:58,错题采集
973,931999510,( ),1/3,2026-09-19 11:41:58,错题采集
974,931999508,某工厂生产的零件合格率约为99%，零件出厂时每200个装一盒. 设每盒中不合格数为X，则X通常服从( ),二项分布,2026-09-19 11:41:58,错题采集
975,932473418,已知随机变量 的概率密度为 ， ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260603/17a8496d-a935-4ccc-9add-88c81bab419d.png,2026-09-19 11:41:58,错题采集
976,932473353,"设随机变量 服从正态分布 为标准正态分布函数,已知 ,则",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260905/1d8ad66b-b544-4737-9f57-cc1bb00eed24.png,2026-09-19 11:41:58,错题采集
977,931999501,( ),https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/85b8085a4402430ea1de3d72c950a7f5.png,2026-09-19 11:46:17,错题采集
978,932473167,设 是 上的连续型随机变量，并且 ，若 ，则确定常数 ______ ，使得 （请用分数形式作答，例1/2）,7/10,2026-09-19 11:46:17,错题采集
979,932473326,设随机变量 的密度函数为 ，如果 ，则 的密度函数为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/33e25737-c5b7-4a7a-ae97-2b861d26fd6c.png,2026-09-19 11:47:45,错题采集
980,932473123,已知随机变量 的概率密度为 令 则 的概率密度 为( ),https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/edb41dd0-b044-483f-9772-a3a76b4a49e5.png,2026-09-19 11:47:45,错题采集
981,932473417,已知随机变量 的概率分布为 设 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/7de0cf17-1d80-476a-9471-49ae0e7e13bf.png,2026-09-19 11:47:45,错题采集
982,932473330,设随机变量 的分布函数 如果 ，则 的密度函数为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/a52e2ac3-0d21-4099-99dd-ca7c7077b86d.png,2026-09-19 11:49:06,错题采集
983,932473117,设 是连续型随机变量 的分布函数 而 是 的概率密度 已知 和 有相同的概率分布 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/0b2eabc1-991c-4bc2-a742-58c556569c54.png,2026-09-19 11:49:06,错题采集
984,932473325,随机变量 的分布函数为 ，则 的概率密度为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/f403e010-6432-40cc-a8b4-8fe7a1abbdd4.png,2026-09-19 11:49:06,错题采集
985,932473333,设 是 上的连续型随机变量，并且 ，若 ，且 ，则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/9ab42ffa-5296-4db2-8e1e-c2dc445a04b4.png,2026-09-19 11:49:06,错题采集
986,932473313,设随机变量 的密度函数为 ，则 的密度函数为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/b417cdf5-6efb-419e-836f-9be6ac143760.png,2026-09-19 11:50:05,错题采集
987,932473141,"设随机变量 的密度函数为 , 则 的密度函数为 ( )",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/56a0a448-dc41-429d-a1fa-722a72d4289b.png,2026-09-19 11:50:05,错题采集
988,932473427,设随机变量 ，则 所服从的分布为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/09029064-acf0-4d7d-9879-d7a721dd5579.png,2026-09-19 11:50:05,错题采集
989,929346103,正态随机变量的任意函数仍服从正态分布.（ ）,错,2026-09-19 11:50:05,错题采集
990,932473324,设随机变量 的概率密度函数为 ，求 的分布函数为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/f7de9d46-886e-4f7a-99e3-fd48a6747dc8.png,2026-09-19 11:50:05,错题采集
991,932473116,设随机变量 的绝对值不大于 在 的条件下 在任意区间 取值的概率与 成正比 则 的分布函数（,至少有两个间断点,2026-09-19 11:50:05,错题采集
992,929346334,"设随机变量 和 都服从如下分布 且满足 , 则 （）. （ ）",0,2026-09-19 12:00:24,错题采集
993,932473231,设平面区域 由曲线 及直线 所围成，二维随机变量 在区域 上服从于均匀分布，则 关于 的边缘概率密度函数在 处的值为（请用分数形式作答，例1/2）,1/4,2026-09-19 12:00:24,错题采集
994,932473261,设 是任意两个互相独立的连续型随机变量，它们的概率密度分别为 和 ，分布函数分别为 和 ，则,必为分布函数|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/8f961f97-d87e-4237-807b-de1aaf33a53b.png,2026-09-19 12:01:09,错题采集
995,929346327,二维正态分布随机变量的边缘分布（）.,必为一维正态分布,2026-09-19 12:01:09,错题采集
996,929346337,设随机变量 的分布函数为 则 的边缘分布函数为（）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260522/0beda5e1-df7b-422a-b177-c15b2894c104.png,2026-09-19 12:01:51,错题采集
997,932473215,设 都服从正态分布 且 则 （请用分数形式作答，例1/2）,1/4,2026-09-19 12:01:51,错题采集
998,932473115,设随机变量 和 有相同的概率分布 则下列各条件中 不能决定随机变量 和 的联合分布的是（),https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/cdc27539-0210-4a10-b36d-499d5aad4380.png,2026-09-19 12:01:51,错题采集
999,932473202,服从二维正态分布 ，则 的边缘分布服从分布,"N(0,4)",2026-09-19 12:01:51,错题采集
1000,932473156,设随机变量 和 相互独立，其概率分布为 则下面式子正确的是 （）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260529/16674fc8-eb2b-41ad-8eaf-fcb62bb2f107.png,2026-09-19 12:03:28,错题采集
1001,932473247,设随机变量 和 都服从正态分布，且它们不相关，则,和 未必独立|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/a70b1418-b52a-4580-bbe4-e73ce26d64fe.png,2026-09-19 12:04:35,错题采集
1002,929346269,"设 与 为随机变量, 则对任意实数 与 , 总有",错,2026-09-19 12:04:35,错题采集
1003,932473232,设随机变量 相互独立且同分布， ，则有,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260311/8a88d27f-7823-4855-a3c9-d500385b9a62.png,2026-09-19 12:06:31,错题采集
1004,929347282,设 是相互独立的随机变量，其分布函数分别为 ，则 的分布函数是（ ）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/e8a0482d-856b-489c-8b16-965b0c854057.png,2026-09-19 12:09:08,错题采集
1005,932473279,设二维随机向量 的联合概率密度为 则 与 为 （ ） 的随机变量。,不独立同分布,2026-09-19 12:09:08,错题采集
1006,932473130,"设 皆服从参数 的 分布 , 且相互独立 , 令 则",0.25,2026-09-19 12:09:58,错题采集
1007,932473230,设 的联合概率分布列为 若 相互独立，则 （请用分数形式作答，例1/2）,1/6,2026-09-19 12:11:38,错题采集
1008,929346275,"设随机变量 与 相互独立, 则对任意实数 与 , 有",对,2026-09-19 12:11:38,错题采集
1009,932473194,设随机变量 与 相互独立，且 则 （请用分数形式作答，例1/2）,1/2,2026-09-19 12:14:54,错题采集
1010,931999523,，若 独立，则 的值为（ ）,https://image.zhihuishu.com/zhs/doctrans/docx2html/202012/54593e4876d54cc680c8b5693d1bcd21.png,2026-09-19 12:14:54,错题采集
1011,929369000,设随机变量 和 都服从正态分布，且它们不相关，则 和 一定独立. （ ）,错,2026-09-19 12:14:54,错题采集
1012,929346747,设二维随机变量 的分布律为 且 与 相互独立，则下列选项正确的是（）,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260115/3d8e1e0f-1582-4b37-bf7a-29782742e18d.png,2026-09-19 12:16:48,错题采集
1013,932473304,设二维随机变量 服从于二维正态分布，则下列说法不正确的是,一定相互独立|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/823c919b-7751-43d5-bde8-6635cc073a2e.png,2026-09-19 12:16:48,错题采集
1014,932473285,"二维随机变量 中 与 相互独立,则 ( ) 一定不成立。",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260321/9a3df77e-bb24-4418-ac8b-67e215aa7503.png,2026-09-19 12:16:48,错题采集
1015,932473283,若 的联合概率分布如下图所示，则 （ ） 时， 与 相互独立。,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260316/c263e077-cc54-43bd-9653-bb3acd3817e3.png,2026-09-19 12:16:48,错题采集
1016,932473263,设离散型随机变量 和 的联合概率分布为 若 独立，则 的值为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260319/be6f3297-3a2f-43d9-a629-b289033b8968.png,2026-09-19 12:16:48,错题采集
1017,932473185,已知 的概率分布分别为： 与 相互独立，则 ____， ______。（请用分数形式作答，例1/2）,6/11，36/49,2026-09-19 12:16:48,错题采集
1018,932473288,已知离散型随机变量 的所有可能取值为 ，且 ，则对应于 的概率 为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260623/42172a26-a453-4195-8fae-9d0f5c04631d.png,2026-09-19 12:17:45,错题采集
1019,929369006,设随机变量 与 相互独立，且 ，则 . （ ）,44.,2026-09-19 12:17:45,错题采集
1020,932473138,"设 且 与 相互独立 , 则",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20251231/bf4984a6-2ed2-48ae-b283-267ec774dbf5.png,2026-09-19 12:17:45,错题采集
1021,932473267,设随机变量 的分布密度为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/11e02b4a-4004-41df-be4b-e72c30ceea7d.png,2026-09-19 12:19:01,错题采集
1022,932473268,设随机变量 的分布列为 则,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260321/657ab74d-a82e-41f4-9316-514604057c6c.png,2026-09-19 12:23:27,错题采集
1023,932473196,若随机变量 ，且 与 相互独立。设 ，则,"N(2,13)",2026-09-19 12:29:09,错题采集
1024,932473200,若随机变量 ，且 与 相互独立。设 ，则,"N(-2,25)",2026-09-19 12:29:09,错题采集
1025,932473203,一次试验的成功率为 ，进行 次独立重复试验，当 _____ 时 ， 成功次数的方差的值最大，最大值为 _____。,1/2，25,2026-09-19 12:29:09,错题采集
1026,932473181,设随机变量 ，二者相互独立，则 服从分布,"N(0,3)",2026-09-19 12:29:09,错题采集
1027,932473209,设 相互独立， 的概率密度为 则 _____ ____。,"-14,147",2026-09-19 12:29:09,错题采集
1028,932473188,若随机变量 ，且 与 相互独立。设 ，则,"N(7,29)",2026-09-19 12:29:09,错题采集
1029,929423659,"设 是来自正态总体 的简单随机样本, 记 , 则下列结论不正确的是",服从|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/3809f68c-178b-47b7-b2e3-85f27b81222b.png,2026-09-19 12:29:44,错题采集
1030,929423636,设随机变量 服从 分布 ， ，则 服从的分布为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260115/20440790-000e-4102-a41e-8eb3dda8fb41.png,2026-09-19 12:30:55,错题采集
1031,929423649,"设随机变量 和 都服从标准正态分布且相互独立, 则下列选项不正确的是（ ）.",服从 分布|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20251230/097c3a3b-d9b9-4e3f-ace5-02e614bc7bcf.png,2026-09-19 12:30:55,错题采集
1032,929423666,"设 为来自正态总体 的简单随机样本, 统计量 服从 分布, 则常数 （ ）.",https://image.zhihuishu.com/zhs/question-import/formula/202303/06d171dbccca43aa8ccf5281b562c0bc.png,2026-09-19 12:31:25,错题采集
1033,929423643,"设随机变量 服从 分布, 则下列选项正确的是（ ）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260523/123b7c58-503e-497c-b484-7df5283f4208.png,2026-09-19 12:31:25,错题采集
1034,931999444,如果 ， ，则 。（ ）,错,2026-09-19 12:31:55,错题采集
1035,929425125,为来自正态总体 的简单随机样本，设 若使随机变量 服从 分布，则常数 。（ ）,https://image.zhihuishu.com/zhs/question-import/formula/202303/6ad9f8be26e6497a83fe53177a5438fb.png,2026-09-19 12:32:29,错题采集
1036,929423633,设随机变量 相互独立，且都服从正态分布 ，若 服从 分布，则 和 分别为,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/8837b76f-3355-46e1-bcca-c215a65df9a8.png,2026-09-19 12:32:29,错题采集
1037,929423624,设随机变量 和 都服从标准正态分布，则下列选项正确的是,和 都服从 分布|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260309/fdc97259-466d-4116-94e8-115da0850acf.png,2026-09-19 12:32:29,错题采集
1038,929423630,设 为来自 分布总体的简单随机样本， 为样本均值，则下列选项正确的是（ ）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20251231/e3ef690d-a529-4b7c-976b-7775722214cd.png,2026-09-19 12:32:29,错题采集
1039,929423678,"设随机变量 服从 分布, 服从 分布, 常数c满足 , 则 .（ ）",0.2,2026-09-19 12:33:03,错题采集
1040,929423639,随机变量 服从自由度为 的 分布，已知 满足条件 ，则 （ ）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260111/10cd648b-c21c-41da-abc7-e65acf9bdce8.png,2026-09-19 12:33:03,错题采集
1041,929423632,设随机变量 和 都服从标准正态分布且相互独立，则下列选项不正确的是,服从 分布|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260307/df6326e8-1949-48b9-8c29-dd53a675b7da.png,2026-09-19 12:33:03,错题采集
1042,929425135,服从自由度为 的 分布的随机变量，其数学期望和方差都与自由度无关. （ ）,错,2026-09-19 12:33:03,错题采集
1043,929423650,"设随机变量 服从 分布 , , 则 服从的分布为（）.",https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260524/f0799b97-26ba-4195-81b5-8131c79db7e9.png,2026-09-19 12:33:33,错题采集
1044,929423644,"设 是来自正态总体 的简单随机样本, 已知统计量 服从 分布, 则 的值为（ ）.",",|https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20251230/9560a764-736e-44af-9990-ee945db8dd43.png",2026-09-19 12:33:33,错题采集
1045,929423679,"设 为来自标准正态总体 的简单随机样本, 若 服从 分布, 则常数 .（ ）",2,2026-09-19 12:33:33,错题采集
1046,929423634,设随机变量 服从正态分布 ， 服从 分布，且 与 相互独立，令 ，则 服从的分布为（）.,https://hike-export.oss-cn-hangzhou.aliyuncs.com/paper/dev/20260522/7d7bcbf6-1850-4c48-9fb3-eb0a7b1c4b73.png,2026-09-19 12:33:33,错题采集
1047,929423665,"设随机变量 服从 分布, 则 分别为（）.","5, 10",2026-09-19 12:33:33,错题采集
1048,932473159,设总体 为取自 的样本，则 服从的分布为,"F(1,1)",2026-09-19 12:33:33,错题采集
